"","feature_A_1","feature_A_2","feature_A_3","feature_A_4","feature_A_5","feature_A_6","feature_A_7","feature_A_8","feature_A_9","feature_A_10","feature_A_11","feature_A_12","feature_A_13","feature_A_14","feature_A_15","feature_A_16","feature_A_17","feature_A_18","feature_A_19","feature_A_20","feature_A_21","feature_A_22","feature_A_23","feature_A_24","feature_A_25","feature_A_26","feature_A_27","feature_A_28","feature_A_29","feature_A_30","feature_A_31","feature_A_32","feature_A_33","feature_A_34","feature_A_35","feature_A_36","feature_A_37","feature_A_38","feature_A_39","feature_A_40","feature_A_41","feature_A_42","feature_A_43","feature_A_44","feature_A_45","feature_A_46","feature_A_47","feature_A_48","feature_A_49","feature_A_50","feature_A_51","feature_A_52","feature_A_53","feature_A_54","feature_A_55","feature_A_56","feature_A_57","feature_A_58","feature_A_59","feature_A_60","feature_A_61","feature_A_62","feature_A_63","feature_A_64","feature_A_65","feature_A_66","feature_A_67","feature_A_68","feature_A_69","feature_A_70","feature_A_71","feature_A_72","feature_A_73","feature_A_74","feature_A_75","feature_A_76","feature_A_77","feature_A_78","feature_A_79","feature_A_80","feature_A_81","feature_A_82","feature_A_83","feature_A_84","feature_A_85","feature_A_86","feature_A_87","feature_A_88","feature_A_89","feature_A_90","feature_A_91","feature_A_92","feature_A_93","feature_A_94","feature_A_95","feature_A_96","feature_A_97","feature_A_98","feature_A_99","feature_A_100","y"
"sample_1",1.14877935647784,1.16088584726905,4.94418506795348,-4.6469108944999,-3.97639304458406,5.15954120695326,2.48015802657477,-3.0364523362033,-5.95854535790851,3.36732871713134,-6.15216129460251,4.18194816743918,0.256014008281063,-3.55516887586951,1.37152043033171,-1.8055219104142,-5.26583840404738,-5.87906049204567,14.0513524021855,3.11241626614246,8.98954659391237,-1.8914897472737,-3.63794396635795,-1.60280368380485,0.688380452058639,-0.973092399083151,-2.23140548570698,-2.08167551684435,1.2464012989479,-0.558172016018352,0.952320149304567,-0.0257117024660842,0.790335652534213,2.36642010674181,2.31054429743867,0.930050403461116,0.83866273355135,0.353440579987591,-0.439467031095326,1.55389131174903,0.195196384787479,0.00956701056121937,1.01631481245563,-0.948449001030476,0.375477260487104,-1.99923015433146,-1.18523306726598,-1.43704353952953,-0.0758074335923234,0.863194474403466,-1.57326859566575,2.04110619800602,-1.26448352400998,-0.0534695245363615,0.459459279287629,0.0482685880278612,-0.187282841092977,0.150368345864777,0.64270347509623,0.0810513824786227,0.0923684036257463,-1.80092347555298,-1.48940718079407,0.370249695579366,1.30415812199712,1.30212613596448,0.196386378079944,0.928089500554181,-0.289238426332238,-0.635649281075599,0.805787273888971,0.3484993163599,-0.439642537637319,-0.272020524314431,0.196289740404667,-1.81015749194911,0.140342486205655,2.79613700522751,0.143880352585575,-0.35708452714866,0.477172808050493,0.0490391509962473,-2.15686862525516,-0.783711103103449,0.213792699134043,0.936870441701593,-0.810501345599264,-0.142884162876142,1.77901669268579,-1.2192072137937,0.827962358636064,0.0247267147502245,-0.0819868178142516,-0.671371442371246,-1.57686898606363,0.516298728957116,-0.825429696177015,-0.471515649217231,-0.672191393096937,0.570908020160764,13.1395994846666
"sample_2",-1.98987869109659,2.77230712685526,0.56381128169813,2.53740799176788,-3.60130754521907,0.27206010798938,5.03322594086334,2.39603940994327,-0.138568748365946,4.53376414673528,11.4467351104081,2.96904071491903,9.98231090064831,5.98823219367959,3.50299044823014,8.25690209001601,6.65485286109917,2.25376320913353,12.946174787368,-1.36681209518503,1.95975125912719,2.31381894768525,-4.1166910286354,5.53563121188126,-2.59262446694071,0.338466568798604,-1.01557756057854,-1.94452532937943,-0.219385645731645,0.819695113800023,0.708253744985647,1.13234730275361,-0.49505962612674,0.407866862528356,0.123275880516879,1.0879910907085,-0.662789096227861,0.900735618208068,-0.551833318164869,-0.509451650205072,-1.51692819210612,-1.17420793582774,-0.549831386168264,-0.32685145561058,-0.160714713780815,0.107178382696893,-0.096133823183773,0.92772173058046,-0.335324546662719,0.836677530831658,-1.26769574865662,-0.268735799937208,1.39752191790821,0.845742239686562,-0.699575848672267,-0.842066929019736,-1.58535790427637,1.57715615398148,0.0700019081963901,-1.0414101625504,0.262910530309875,0.0309904145265101,0.31053984321514,0.10596409822432,-1.18794653635488,-0.799984856538879,-1.25131159393311,1.25424521224303,-0.521563857597532,1.09397360003322,-0.471650189325293,-1.26295917959111,1.46997845483736,1.37598012873812,-1.45246601228693,-0.420498488934984,-0.0234624887725265,-0.195500458743602,-2.17992733254364,2.2116859411972,1.42923825752996,3.06674121831717,0.232711346618011,-1.56222699128716,0.249647176320004,-0.479848441476047,0.889900406649531,-0.867212024426568,0.454079670526505,0.299156739034213,0.637337288653445,1.33382467920903,-0.62791086200963,-1.60711307555329,-0.20064382243298,-0.894722197010437,-1.78856846858528,1.21846913487969,-0.374595700254282,0.173034983464724,27.7917133063866
"sample_3",-0.18616150292366,6.61598949072551,9.91398953106356,6.27991110749758,6.61817973322243,-1.87312402965901,-16.8410370315698,2.72118199786328,0.587399842425608,5.89049621206269,2.71529734133021,1.86934932264453,-0.361021573710647,-2.37950248847288,7.43598671150938,-0.453996215235014,-4.18172482997301,-8.06810002924064,2.1393793294528,1.27464019292092,31.7666073259795,14.0215004153166,56.7027800970664,27.8186862247332,-24.8225927601467,-0.543873798972263,0.0420481362721268,0.751357251987834,1.31472948042917,-0.307652808744056,1.31834620116515,-2.21659156953332,-1.14539957419729,-0.624579657409352,-1.47706819099185,0.58109088414097,-0.748418498613499,0.44362135172467,-0.143782007630785,-0.328378023735032,-0.0669666026524069,-1.92510813789869,1.7542999214316,-1.14337018049957,-1.93141568040693,0.584629994975187,-0.483681620353571,0.663935839242579,0.291515734135329,-1.39893339519667,2.56083960763874,-2.10304229160563,-0.164947546422795,0.519299872286787,-0.58655037160265,-0.620044137430133,0.718859089097804,-0.938146521898416,1.34006781118236,-0.522074646812575,-1.4288961828125,1.67794389261059,0.189603556296626,-1.07054734680752,-2.07675817180734,0.373072704017974,-1.36244738416527,0.196994218745802,-0.407805856255391,0.916003330638182,1.38990936399811,1.05249488711974,-0.833040447565381,-0.912563233287064,-1.04040826022292,-1.3059921496486,-0.217082521563025,-0.411357798903668,-1.09426919045311,1.12187551349616,-0.740855082294067,-1.01915031689087,-0.75445707359293,-1.06102414545184,1.83597489956815,1.73888122829639,-0.713585504378385,0.293414334211102,-1.79550903560136,-0.249598987253578,-1.27338350433788,2.713814655186,-0.790609608636487,-0.91151987248284,0.311625803508009,0.995130833518613,0.0527203347604941,0.574235576323177,0.56250780133156,-1.34920852265947,4.7646455059355
"sample_4",0.851839539686932,-4.70557169879731,-0.475804808016397,0.475351840856031,-3.29554029608869,3.84589994351827,4.77365622133476,1.71897476128596,-5.12356065477589,1.33291461778607,3.37313528330588,-6.98238434445686,3.36589874506461,-1.42834233347572,-2.60793488699168,-11.8321720361813,-13.06750921087,3.24030981425156,-8.91303957380662,6.81723302441404,5.23838612221343,1.49485778034468,-6.3569805331683,-4.10328617054363,5.45782909765406,-0.629440071336828,0.971182684218862,1.01504615278583,0.373490083472244,2.21710491447796,-0.401588659051554,-1.41531396908116,0.151789365051582,-0.118354330087238,-0.55224740197156,0.864213273577541,-1.09469495939656,-0.786714460676447,0.134425344297428,-0.720635729311934,0.402931843399981,0.41743555653687,-0.317045134289517,2.24854316833758,-0.0028566316348022,0.651950780313028,3.13089211629142,-0.834303629776606,0.984807171399743,0.561240552492775,-1.24357740528215,-1.26690668687568,2.03141731716086,-1.45556401494295,-0.000805334830831593,0.0995189366718219,1.05387666239804,-0.320703650600135,0.354062319955436,-1.20992285957491,1.01863715341555,-1.406273901842,-0.269914152504653,1.25261602721752,-2.3104749048942,-0.176114015972864,-0.792509572437528,-0.488828240184247,-0.742782286846659,-0.926601329276001,-0.0415924967161043,0.144402907808519,0.982190022859872,-0.659138775143537,-0.998481404371262,-1.3314344962033,1.74467373646699,0.888970997385852,-0.704917059761352,0.262212735986835,-0.599820579715645,0.0476927733405647,-0.882722784362128,1.06736429942907,-1.33904952658128,-0.323271699532738,1.75974434233508,1.5942402186225,-0.0780697692897073,-1.00183286015776,-1.07390988999905,-1.39383786647476,0.936456982907318,0.662410632096785,1.17012187831544,0.637977052502032,2.05596001228881,2.69427264661961,2.2922315667348,-0.257519370828244,-7.75039404286872
"sample_5",2.99377560293164,-3.16071754980377,-12.070206274371,6.33607111870585,-3.49363973647128,-0.106956163801422,11.8010520479183,-6.01878014948579,-6.5783647687736,-6.04458049892407,3.45380807021803,1.09615252289797,3.7667314388485,4.28983408311557,-3.73804209157327,-1.69842892907758,3.66168646998012,-5.28141446114488,-0.671087854626128,-2.21513442339925,21.5929910631989,-2.55304249144664,27.420010014025,15.8887719663852,-10.5036356561097,-0.645691412308709,-0.283943382450492,-0.728784315386688,-1.32649278171362,1.18713650315025,-0.480778028565802,1.13233409007103,0.81373410303443,0.13794167843484,0.401988291944831,-0.614890992692148,2.99874725239892,0.517939940833976,0.647103763060568,1.32877785096713,-1.44793346858715,-0.688016995209215,-0.441520305170453,-0.27547759619166,0.356343339478984,-1.54983602054578,0.721355558263648,-1.70800007664871,-0.664200306975156,0.440804917126765,-0.169007239183454,-0.584244064198099,0.310431442016101,0.5501282682466,-0.209532035332816,1.00454754367816,-0.455453391224938,0.259389240570631,0.0427578565471074,0.4855504341347,-1.39014732065422,0.722370828575124,-0.331100275134349,-0.688096011853157,-1.16142594218698,-2.64360298808664,1.03624210336078,-0.300635497559105,-1.94791521903169,0.113332724905859,-0.0848867233794776,-0.223595438745409,-1.61079431675053,0.149787008512506,-0.227150521875542,-1.56986326218785,0.860286373393357,-0.570223445743682,0.324956103598744,0.305416534752324,-0.302045933476706,-1.73460270811965,-0.27720379497999,1.24664466299558,-2.56407859059023,-0.8513954198199,0.96981589866302,-0.127784062130797,-1.07592035648409,-2.19646646605018,0.790806612581663,-0.064167401283712,0.194350002984433,-0.377989100900656,-2.49415633132884,-0.517828683586842,-0.730188523184545,-0.596133400011145,0.962306124116148,-0.236523941727682,-12.0320489904433
"sample_6",-8.45548742628235,-3.37638744499819,2.73191503980354,5.3595237053499,0.581606349695012,-0.489602322217775,-1.91181282625273,-1.81580430548105,2.86914022222814,7.50776740987278,-7.80919666811544,1.6697381283349,5.93457820998494,-10.5435994923119,1.57564732168305,1.97264292863276,1.10699305711515,1.78139822649868,-9.64736008774272,-3.68097147618214,-2.42367766336536,2.40172524087074,0.422603246240067,-0.321667182803753,2.03874577775252,-0.979064070157138,-0.631259623267391,-0.199935862360781,0.370455428434433,-1.93648345858248,-0.45525004191931,-0.224683682959538,1.4815460783143,0.501789340929082,-0.493200515551535,0.974693402915987,0.568258190021534,0.717259773863672,-1.12737000385006,0.458544763351665,-0.534558324858893,-2.96307854595609,0.796237645280279,-0.260764958601743,-0.123294593999249,-1.65970691971766,0.639729842847785,0.109392740295788,0.0649190721371759,1.31576094233063,0.695272594755998,-1.04529130797545,1.0375869161152,-1.88511388666412,1.26354202150039,0.614635802814966,1.55802211506766,0.946367255320805,-2.72089160167942,-0.185702536481594,-0.830980360870194,-0.326643417808487,-1.40469415728895,1.31659527591424,0.651376217245109,0.71435285512578,-1.12309011056043,-0.315060489295151,-1.88309050208259,0.446734889529023,0.321934563605258,-1.48003362350126,-0.957627407588113,0.484186410734811,-0.971329901464233,-1.32847601492778,0.8619608622844,1.20098770103662,-0.146012200528438,-0.819440961369436,2.16601854344157,0.060768846440165,-0.872837830658526,0.123375680858994,-0.0713826005267492,-0.244485746912758,-0.733978394475964,0.202179807809605,-1.18416828793263,0.795652293172893,0.792865313975547,-1.02710536993043,0.433310485168764,-0.313746081450354,1.30974077044038,1.74972323332071,-0.190630606598686,-0.309614182972957,0.461837757376162,0.850040074067829,-13.6204921144099
"sample_7",-1.08545415541328,3.25532358410633,-0.65528329192936,0.0851033542203492,-0.35816681116172,3.84049846510522,-2.09619397784038,5.39801930620771,-0.22968063662743,-5.86250966668048,4.04417285908423,1.96415912214269,1.02781756177583,4.61021448450636,-5.76963503146577,5.64095187410835,3.02043453843272,1.39522689639743,-4.32930161230461,1.46416233671013,54.8851009811469,83.4861861410563,-13.4508763681013,-0.640638863344474,-22.059757468779,-0.00632387392363343,0.176059437278402,-0.538544966273553,-0.923737505474038,-0.227707188499806,0.0728187611061787,-0.650693557994896,-0.18630163114917,1.13480519612838,0.486951859536592,0.943086622641037,2.34076461548199,-0.286562952032814,1.19434662855617,-0.337699606560692,-0.38006311740029,1.09393198488063,1.09496006906932,-0.725184835772128,-0.574030593538263,0.136382525784753,-0.582208682874874,-1.55646468350095,0.269418708709442,-0.932132576878733,0.492421603561759,0.145144092712716,1.24744045886313,-0.543775453428885,-0.0917692230240995,1.46993971562296,-1.04298544547653,0.862954379295793,-0.527211234975654,1.08869552672902,-0.483558328310322,-0.701422637829267,0.257596306205446,0.81050561984753,-3.18023340125469,-1.65435124994306,0.438872405507117,-1.88229880415894,0.405375531165712,0.133637402553131,-0.736518499353349,-0.530697715543662,-0.233989311691709,0.670862336933305,0.00512977617545127,0.388101188134903,-0.547237933431301,1.20210566680247,-0.67862758101098,0.294112103996149,0.0553034499217375,0.754950016362486,0.709771590045982,-0.751502233015047,-0.821620932446897,1.41061287781956,0.946630021832343,-0.547546212381732,2.46760847389546,0.812337734820454,-2.14069810951907,0.837443576763903,0.86879908790439,0.908512231647035,-0.951657158100573,2.32445211788518,1.16609035295192,-0.204563802231892,-0.47152680661736,1.07680976262248,-10.2067409198828
"sample_8",12.5433705047224,2.27287927592974,-8.08870432126966,-5.10511831036109,-4.56397275724175,3.84628060516779,4.10574484973257,-6.99460802929501,-2.11914014128747,-7.47594495147729,2.90702258912458,-0.767492922198952,-3.82346004507329,-1.94266828481305,3.66036559700491,3.06896405770773,-0.164987262708075,7.83570117005173,-1.75498057751478,2.16426170616063,14.5903583946347,-3.25674147258836,-5.05836780214528,-9.18295708787061,0.684663516376032,-0.0732631103958055,-1.0172725150131,1.5871171618414,1.18115201173285,1.30255944370684,0.936024102017514,0.155923736504085,0.00324496984679057,0.624991561024794,-0.112500352608363,-0.10595417025497,-0.312163459735902,-0.101537285473085,-0.0192887987771314,-0.846115635292283,-0.102562149773048,0.545335991019602,-1.15678605413138,-0.49822197791768,1.08856294116894,0.738232256449399,-1.09008064962569,-2.04307283659047,2.05063332233648,0.770039849398306,-0.0124910900524811,0.093764195479307,-0.509983398647631,0.976673007687371,-0.231812515607708,-1.5271550001007,-0.0627674356906711,1.61725998355254,-0.421643874905428,0.839316601847159,-0.579746243576503,-1.33764464356768,0.486653059880674,-0.554892012653119,0.17680296442638,-0.171394240120535,2.57230480280394,0.350495455953337,-0.253567415063496,1.25167007260728,-0.315315177247719,0.150778426806207,-2.37347683035011,1.42460067502168,-0.919735865232617,-1.49156866347261,0.0998469141071262,0.494415936842042,1.72815873816381,-0.11795143398961,-0.5843743504832,-0.207927017375647,-0.177655373472825,0.322085224166031,0.381406821942275,0.0367956947366425,0.919323968359855,-0.0362379939596372,0.878761126962141,1.47738071006967,-1.09195708045693,0.708659263681386,0.478784866815329,0.0068823835144151,0.624306428899146,-0.480582090704216,-0.272416303472439,-0.883341180513366,0.331068545171668,1.81336307622521,-0.600007628903686
"sample_9",-4.09279200543132,6.95850192958263,4.43634412274227,-11.5736699433458,0.439857363309765,1.68680269007706,2.21329938066104,3.75546612746113,-3.9123776315893,-5.61182442051374,5.1613791712495,-0.896107066996887,-2.72361802216178,2.40095240824967,-4.38710711067659,-3.05841038306622,1.02808519054777,6.05718659471354,1.32699806780235,-5.93932495702684,6.58762152533437,35.451732046815,27.5808674232025,6.13345385609773,29.8111999279521,1.43999055613202,0.129193112971089,-0.0673167863826784,-0.150467313012827,2.12404266594238,0.732045016025056,-0.547719771373649,-0.361050482402739,0.383660104609591,0.137173247422345,-1.55903444345747,0.518250941407706,-1.69602269536994,0.857895795580401,1.12374523570591,-0.986880608103273,1.03294789572886,-0.598159150739769,1.38382159148621,0.189532814124258,-0.580007166488106,0.771111157108902,0.651511563182302,-1.69944197253228,-0.691784882418819,-0.0941792540489769,-0.872004397268371,-0.2903533246551,-1.00818425335299,1.65759733153105,-0.425771938564808,0.518373658478974,0.472359635954994,-0.0504284185501662,1.90116867786562,1.02434391182864,-0.465405748441071,0.933455711061235,0.240200539741334,1.72855693731094,-1.00474275934606,-1.70638885644876,1.00996345627639,1.11635034289808,1.2016650158063,0.662024017317493,1.45472658703739,-0.685671760612875,-1.30450119421205,0.429874808255701,-0.976857140299528,-0.321692953772988,0.772001631225136,-1.23008967762823,0.359363925348179,-0.583475668815455,1.28404181571345,-0.400907602787615,1.12355212249025,0.202496256936867,0.0182233958533964,0.0499896682714522,-0.563821906340942,-0.527627796107107,0.0993162563986438,-0.395598929786381,0.528232897029749,-1.06153796106557,1.23631440362692,-1.78184480832234,1.71857624726872,-1.40156939010243,-0.875094301978504,0.919713911192174,0.352253864373523,4.37653031291557
"sample_10",-0.212085323936893,0.081767058617363,-1.39547485224611,-0.135029507470118,-2.84904078488338,-3.86171880578039,-0.126352334593507,3.46750030705577,-0.851657425526471,6.87083314528801,3.19198406575682,-6.03117952430808,-1.39968872007382,7.96001821775109,5.80512021039059,6.95980101591624,2.56797228157893,-5.19075444522966,0.510552368537103,0.917822924732427,42.9282378903901,43.8294767316264,-5.92450516407241,25.9968295318944,-0.0155744304162515,-0.533985958797598,0.560767876717275,-0.851948293999203,2.11122740466084,1.093271551487,-1.48740719227336,0.756296201178302,0.519254483366262,-0.248873254016217,0.995761462784218,-1.6293988976194,-0.508515576203856,1.19897646157097,-0.699991867254166,0.16641812755535,-0.914219292476474,-2.94075669032136,-1.92491057979213,0.318528378603846,0.0670994484148132,-2.46367150723638,0.15702243376539,-0.628900326698923,0.277822941724336,0.524287836610367,1.1536727045702,0.357828783003311,0.361044057192423,0.0827033927210755,-0.582135598088048,0.764615670252178,2.10733453952043,-1.07547882323408,0.44318385441508,-0.420304098527444,0.236790465656937,-0.0239136684182645,-0.849577756210228,-1.70667049930254,0.377399389100452,0.0692671878990366,1.0054210497753,1.50045705768737,-0.0370367215166247,0.0196047329087302,0.810277225923808,1.13486408436011,0.46896367239439,-0.153509590042464,-0.809458761676271,1.10803109055932,-0.379563415254463,1.23770232270673,0.0594394671989664,0.772713486419075,-0.621703566533708,1.19523019338682,0.609670256616236,0.94706392525236,1.22026971140224,-0.408176872039347,0.328154767630721,-1.02000615958182,-0.635911999696878,0.418015259778999,1.2173222263395,-0.232294118631715,1.60819663450664,-2.20928670125758,-2.34368993461169,-0.429052612347886,0.303106060604195,-0.299206395801889,-0.246104283339825,-2.11042417598041,9.694977273156
