"","feature_A_1","feature_A_2","feature_A_3","feature_A_4","feature_A_5","feature_A_6","feature_A_7","feature_A_8","feature_A_9","feature_A_10","feature_A_11","feature_A_12","feature_A_13","feature_A_14","feature_A_15","feature_A_16","feature_A_17","feature_A_18","feature_A_19","feature_A_20","feature_A_21","feature_A_22","feature_A_23","feature_A_24","feature_A_25","feature_A_26","feature_A_27","feature_A_28","feature_A_29","feature_A_30","feature_A_31","feature_A_32","feature_A_33","feature_A_34","feature_A_35","feature_A_36","feature_A_37","feature_A_38","feature_A_39","feature_A_40","feature_A_41","feature_A_42","feature_A_43","feature_A_44","feature_A_45","feature_A_46","feature_A_47","feature_A_48","feature_A_49","feature_A_50","feature_A_51","feature_A_52","feature_A_53","feature_A_54","feature_A_55","feature_A_56","feature_A_57","feature_A_58","feature_A_59","feature_A_60","feature_A_61","feature_A_62","feature_A_63","feature_A_64","feature_A_65","feature_A_66","feature_A_67","feature_A_68","feature_A_69","feature_A_70","feature_A_71","feature_A_72","feature_A_73","feature_A_74","feature_A_75","feature_A_76","feature_A_77","feature_A_78","feature_A_79","feature_A_80","feature_A_81","feature_A_82","feature_A_83","feature_A_84","feature_A_85","feature_A_86","feature_A_87","feature_A_88","feature_A_89","feature_A_90","feature_A_91","feature_A_92","feature_A_93","feature_A_94","feature_A_95","feature_A_96","feature_A_97","feature_A_98","feature_A_99","feature_A_100","y"
"sample_1",5.21720492785314,-12.7123243087178,3.4134630881366,2.22992442890803,-8.63117074855532,-10.530296413191,-1.57004320084151,-16.4573100948364,3.03834135890605,2.93987639541056,7.32987344462185,-3.85772382008577,-2.13312530725725,2.86241064966962,-8.0663535719641,-18.1424746966919,18.9084960135652,8.09971761487867,-3.23246766804517,6.22427385331163,-6.6732130679185,70.4266882403194,11.2244478839784,-27.0132219298933,22.2372714533589,0.0240819726905951,-0.330734882196955,-1.37756118323408,-0.965907184968237,-2.29814643702195,1.01372320300574,0.673186442993573,0.169693539920258,0.426714665678921,0.10421565713776,-0.439806915651581,1.64365562819226,0.449420411394676,0.54611993474632,0.0854594447231511,0.815070680285479,1.04631088627402,1.36049885763808,0.00299067946955101,0.554442155009077,-0.514123886424149,0.417066260575081,0.964884055423573,-1.98583260084409,1.55565476011376,0.935563955104139,0.529040516179223,0.3850604741291,0.102971451853681,-0.31884505342565,-1.22711077492631,-2.07220252455826,0.520519100672964,-1.17456561039904,-1.19479294585616,1.50018112028815,-1.35942614269226,-1.10830632988424,0.0244903487968564,-1.19886901404506,-0.836669797835821,0.929996737894455,0.303005666446791,-0.906346532106287,-0.960894051595439,1.05441174988539,0.616792089810738,1.18132629659445,-0.567070419375413,1.48625275583743,-0.393326879450521,0.214308816764584,-0.26809124631141,0.970404130655987,-0.121070185485367,0.027727196347478,-2.07341750360582,2.22988329865831,-0.274988263397488,0.583786014161644,1.55064742915653,0.051997523353858,-0.804954245226457,-0.287525000450028,-0.465195865429225,-0.38000539663542,-0.487378463531954,-0.157131573032909,-0.0906078905641848,-0.193099651863736,1.64738149370523,-2.1074223221691,1.08373044552927,-0.674684363165364,-1.14919623584732,1
"sample_2",0.707522785808527,9.96328332149414,-9.06721360664633,13.3542148670338,4.5683361236548,-5.44681125542599,-18.0284650406401,1.00576290117036,-7.88470597405697,-14.8781386524705,-9.6370735984383,-5.01719598772201,11.8967845053972,-5.04333497665248,13.4882679698669,-12.611268488056,-10.1888696787656,-5.26694688401149,-2.40848248550055,8.42807690696571,13.4216320929167,27.0292972404038,-8.88859250361486,-27.0371565093161,21.5656638592218,0.691819920218737,-0.369070699467195,-0.868848084999376,-1.92882251756011,1.66277390551468,0.89860691473826,0.200147422158628,0.398827046464149,1.26674584385501,-1.3350475889488,-0.393900687790686,-0.250837383263646,0.194988141012626,0.349913002721961,1.0427666242062,1.03536250930881,-0.372928992211772,0.430797659052542,0.677123650100391,-0.356953946722715,1.45179907104446,-0.773644191033862,0.430751317172111,0.200996910858967,0.0663416159836658,-0.64128675292351,0.721517309581119,1.02953941444179,1.15588810451892,1.58742822676709,0.861542000668964,-0.987922914896894,-0.476013372243026,0.582582686713813,0.251430617347448,1.02287670610023,0.035842005538474,1.48367591882411,1.41300215681109,-2.17808717622,1.65769031561785,-0.977645289556682,0.732052142197112,-0.305666293109587,1.33500357863772,1.01023273883084,0.730704627853958,-2.49156234301296,0.625818720407487,0.399659352077511,0.926673723970383,0.59770683064504,1.01377648227821,-0.643535363629329,-0.866263167232254,0.225932954190017,0.758701615885726,-0.5878622240617,-1.19156913096602,-1.6280797082277,-0.304870736292964,-0.829484459264977,-1.23512901204968,-0.443292821713617,-0.682091287254843,0.0193465170909264,0.0674131045656472,-0.294086489652936,2.32060218485534,-1.08002081646259,-0.022066906027027,1.34888823000265,-0.0665421202738187,-0.266843378419651,1.02208750120888,0
"sample_3",-7.62785493529433,-14.3900256334344,-7.76864022684027,5.56851305384928,1.1011843960287,0.754829964649016,-16.7941530608238,-0.865843773203368,5.93141051651784,8.50567959230156,-4.86090275186014,-5.26483785449261,-3.13742335664333,-0.72875795237054,-10.2942465779594,-6.94577035777542,8.56284210515669,5.3764900103965,-7.16929071866026,3.19981193322439,-2.90754229053893,-0.637907278783853,-0.335383606127539,-2.13510230373242,2.538557266642,-0.246135496043397,0.923429837615681,0.231693106020013,-0.657150545413886,0.0806967102628409,-0.586138709507999,0.957462241782512,-0.648964335914087,0.0121410249085954,-0.732334875916013,-0.350563392547679,0.401213089820593,0.117653278087235,-0.328150547429443,-1.10690151954319,-0.856384440047203,2.00272285497619,0.276232658027554,-1.24687925685791,-0.455338316566455,0.686128357222157,0.249170133575234,-0.143299117802509,-0.134726490634693,-1.04657516120981,-0.314089958317199,-0.0663323657984961,1.02353835742532,0.901548455512697,0.754245104834842,-0.0654199622121941,1.58297390990087,-0.129327530867178,1.99164691977149,1.09605564277625,-1.35997245999503,0.0970093976565704,0.0136878672579369,-0.566558195923397,-0.223044779455905,0.705468496843644,-0.959600088878192,0.527245841510795,0.161535331489738,-1.6313622214245,1.18172882384273,-1.14333703656612,0.315437354942316,1.50589380866454,1.83262298012315,0.463494334483613,-0.911498141584928,0.151151819572089,-1.165383656876,0.212232952941817,-0.443376433294438,1.54682335028442,-0.939319771609135,-0.00707244863740106,0.0777132611465048,0.715811965334232,1.33245614113975,0.00582999438280072,-0.564878248675522,-0.398703067010333,-0.908772300189414,-0.488739722403266,-2.09526733217804,-1.92943983084233,0.868709687984865,0.0876772736769093,-1.22813445122893,0.825130634177862,-0.455999721339719,-0.769577909869793,0
"sample_4",-3.792467421162,-5.77724088251545,26.9089156262763,11.9555824262724,-5.00542252383432,-4.22670946727244,-2.28673861625666,-8.15537957860688,19.8070501033096,7.74378630387801,-3.58854691451988,-4.24573432333144,-4.03398977697688,1.96916329144915,13.0360118447631,-8.4291520488208,7.52487591834752,-2.65319847782146,2.84894583667531,-7.17210035323847,2.69671889160445,14.2198928261705,-7.5724692952387,5.25290117944226,-3.81503653976201,-1.48410847113821,0.176120488160315,-1.17885964659628,0.681764891686994,-0.550054303718451,1.86172303339004,1.75273457734095,-0.709466439761381,0.0216127041168568,-1.39126108835411,0.0413814833096182,-0.81948054820921,-0.701923460219314,-1.51529384066841,1.60471800185936,0.496441676445918,0.990548721518871,-0.449681451128612,1.51822832620949,0.787840430903247,1.76833395920051,0.178756226360819,1.31143592005107,-0.709822410456946,1.02302832752307,-1.71318664727387,-0.569092530817381,-1.24054242271715,0.158168812887438,-2.19199669843093,-0.469932857333948,-0.0695122606917637,-1.33097683418619,-0.141267157314546,-0.421556439301236,0.874852938875589,-1.36824440476716,0.00997809298757432,-0.133776246330056,-1.35918951023796,-1.9668413501287,0.441304920666268,-3.05424008220608,-0.474065455397021,-1.03504038611322,-1.15953463744959,-0.101323977913228,0.294741664921801,1.33850589391643,-0.001991568789754,2.69216788094657,1.11993714968527,1.74417196831311,-1.45386171337281,0.571661547294811,1.07262836671672,-1.47228507914583,0.195051937147135,-1.69368206109631,-1.01783352999264,-0.770360306667196,1.18465561706578,-1.15460201765032,0.446929072735393,0.816402533966592,-0.177086902820439,-0.32649542920547,1.12429369988267,1.01355066339517,-1.59285998989881,0.772042025276358,1.34547647972853,0.833897687351181,0.912376682836329,0.888621376247976,1
"sample_5",-3.63483862400437,-7.10169005481222,11.2536752154584,-11.964130585559,9.22831374209829,9.29141856184879,11.3249483731829,0.353941504600269,-4.66902809351614,-0.066314197292936,12.6503521241186,-1.03760677241638,13.0653717364776,-0.978480991451945,0.227321885478783,3.30990015529454,2.924121970771,7.4072385936672,-14.3981004092093,-9.40702207181722,11.6188241348993,-5.52354524069839,2.97747091805932,-12.5503791096857,4.84163638584351,0.298944360173281,-0.00323651551582413,0.050241702056717,0.270611486162521,-0.886185563453513,-0.497862089486257,-0.509585479913995,0.00702880857935927,2.00057956123646,-1.24920818567806,-0.728626045929023,-1.3998386915228,-1.41599593128219,0.473859240068762,-1.22401121710763,-1.20628663568688,-0.384014879760032,-0.0776896898098178,1.66776900312237,-1.13729984295503,2.15554834312598,0.758147273094936,1.01906422244787,0.880520635162964,0.0669137637744296,-1.20333797647631,-0.130833397827308,-0.328401974817657,1.69621370598136,0.252892418067382,0.694437883003416,0.764486368057876,-1.23162482415504,2.09988120915561,0.329008118808591,-1.47543762630538,-0.562608434590261,-0.217929521464045,-1.24716363741494,-0.600086983901673,-0.578511176821837,0.71085847552115,-1.37305182005073,0.531537211364972,0.0399013483432537,-0.314833798723227,-0.405076991451111,0.330468990638194,-0.36842112903139,0.532481550367703,-0.656409974694564,-0.89774301631957,1.1098333137948,0.462847723619617,-1.04474275429245,-1.14209308823296,-0.360909802170493,-0.167402014501348,0.708785103128006,0.937906173621794,0.360880267433938,0.0674869166180556,-0.314428020244831,-1.29639562590845,0.0889521841981335,-0.237910997403475,0.602605403551395,-1.07011402956296,0.5836331297237,-0.48401677600962,0.973003918403662,-0.530158538318709,-0.694682608613064,-0.347351933650225,1.67904130965555,1
"sample_6",-13.2561069558146,-7.73972148854233,-1.94381093351591,-3.16639430374638,5.95974947578775,18.6665163842797,17.6450743687054,-4.89913897667602,17.906340552366,-13.060311595738,1.20657607484191,-3.07060504946201,17.4832701406985,6.30591769664243,-15.9761515225263,-11.8754443757414,-11.4102123552773,-9.06400172804101,-4.71005783210429,-13.0009839598716,26.7925890485096,-4.71291105947256,4.09217184971701,-0.0685150432297079,8.5747987103385,2.25636463412543,0.682168620834992,0.292974849873019,0.367596064200634,-0.668119327337354,0.678220998648868,0.146030414475493,-0.703305240076145,0.322795988100421,-1.12022966430903,0.588052764789152,1.4428786513032,-0.633881596338311,0.749918739654868,0.248581404278696,0.874868308652804,0.873039339032059,0.317759457139163,0.173944002651443,0.588665674345636,-0.629609415236682,1.83118682053306,0.27760194397354,0.86648705744349,-0.00323121260131649,-1.78678549453738,-0.732858749842598,-0.978282101486244,0.493785821957113,-1.10009683982977,-1.08589791875936,-1.53539945599919,2.08596991564036,-0.360404160164977,-0.597058006511515,1.48941032106251,0.00845860316391745,0.224847483044526,0.035601205782809,-1.80823461281869,0.301254152647999,0.101387999214986,-1.01184615297176,0.31219455638352,1.09349142856596,0.297260922108987,0.725079848672777,0.919987996481015,0.88840061599701,0.957311609713774,0.0685458654610079,0.665437244215582,1.46633739108587,0.645229944795606,1.45509556619884,1.31066049231744,-0.782134557595367,-1.15307543647073,-1.11495422763055,-0.772141792682361,-0.499771670943533,1.16885345836045,-0.422453907100805,-2.04986696355211,0.173161682491929,-1.88686299527758,0.325485031725728,1.34990926143372,-0.391124037574758,1.90082852146134,-0.435808045134978,-0.2644151058436,-0.774590926878653,1.78377998019434,-1.7447480204032,0
"sample_7",-11.419983331159,-14.4225266329903,7.59133116968533,16.8520033341529,-21.2458173521191,-5.20989809267864,11.1942073005,-14.2449397513262,5.33953447580941,12.233171821145,-6.4588085480663,-18.2048089232778,6.8651203416033,-2.92968373574367,-0.0931110928691634,-10.4960556797054,6.21608992469045,-4.29358116504414,9.34939127429447,1.61310619314327,5.95739329450856,-0.495558326416088,-6.20397269772744,0.307609736538193,7.84758241264062,-0.495570912407443,2.36161839522362,-2.08518600881044,-0.413069819727603,-0.729227009055399,1.96036758662847,0.806193188235443,-1.37490494431148,1.39907458840312,0.370279425744352,-0.0194080075169261,0.658958518886494,0.155722558547963,-0.493999669146321,0.456725958363442,0.16980684010444,1.23443275294627,-0.0355787587195891,0.376601760088111,-0.0507576866694776,0.192812052971591,-0.519154761361288,1.11237673157876,0.637209640575447,-1.50387979836853,-0.181723477194075,-0.220109225426973,-0.603000716281057,1.92119319252068,-1.29278752062816,0.109989562265869,1.40544709801082,0.997573439334619,-0.199971688160128,-0.596086658177175,0.131930907078771,0.187097403514854,0.0861916345490368,0.257780990751443,-1.11135524673633,1.79717636836417,0.997338953297746,0.199641506712021,1.48942485034567,-0.47371129124031,-1.10842442346138,0.100271180733054,0.672230554702307,0.611756302803956,-0.24618549201818,0.104377153905124,-1.20273852349272,1.23011619896344,-0.377015455071925,0.0183993221949883,0.415962914229991,0.749735896159505,-0.50517638015628,-0.411342548826785,-1.60850989950639,-0.802494127662467,-0.781921744315437,0.136325368969043,-0.474216292363481,-0.485032392333791,-0.494592021742976,-0.254516261026351,-2.58489989001302,0.547034547388407,-0.302288871241412,-0.400830904309379,0.982131268835423,0.512276463366545,0.0298530881493107,-0.0442634166198752,1
"sample_8",6.98395756411317,3.77920056533516,2.77583733601791,8.62303496519905,11.7808925550931,7.93187480813036,-7.47096970538743,4.43434189770706,-1.71502402939266,7.21602068939882,16.5087013597561,5.97730984557447,-1.92923072068044,-10.5094169657171,-11.2533799766833,8.22173590437807,0.557137434395738,-5.14657162436191,-23.0661776593369,9.6815991345292,-16.1783548229575,65.5166655178951,75.950308244979,53.6234762362736,50.6584957919914,-0.337277741686693,-1.96694074122526,0.11198003593013,-0.890395396127586,1.04507572624019,-1.04737333296648,0.230626748501895,-0.439804035834961,1.01692400265892,-0.476249349286268,-0.199600204323016,-1.26496745810142,2.34846707305802,-2.12787793458167,-0.16774522174114,1.67897872390751,-0.674840695586884,-0.880585171062092,-0.645874401337564,0.811556150531083,-0.824673144048011,1.46251665663819,0.0454563809011954,-1.48008498241154,-0.767743447679974,1.48514873965773,-0.881530786740106,0.695984387841519,1.0833469591579,0.0701967752134353,-1.86471908588065,-0.930715034054689,-1.68703554042316,2.57603197622887,0.864409141928503,0.988548303811718,-0.190401727416004,-0.394537774623823,2.04898256362467,1.32736368248509,0.15124063746389,-1.20250696474409,-0.785184726036911,0.554096806342242,-0.00933016692251372,-0.109299643125084,0.696551396283555,-0.214572692310901,0.3967112938019,1.65577606234637,-0.372555990931285,-0.813460963427694,0.33155368912044,-0.97916826557372,-1.00932231486828,1.93056701969849,-0.636349240553671,-1.19117208124903,0.287589683401867,-0.285464924229784,-1.27889703698528,1.29135385937849,-1.22627070548166,1.74978596558616,-0.0756550931647228,0.364102897919779,0.710955137663765,1.00254363065525,-0.629536554219234,1.72528616044568,0.579914526191926,-0.122884939407814,-0.594572222037648,-0.852215041969952,1.00799046280946,1
"sample_9",2.43340902719557,7.617746578646,-0.424824609874636,-3.04704279340522,4.86214705791071,-14.0718886076326,13.2565548831202,10.8895052011524,-1.15369731767337,-4.49198100539798,8.39477036108902,-0.138822496280582,1.99506876168036,10.0631518550803,-5.29202010192951,-8.27602572911247,7.69171752197912,-8.0073409394506,-3.66287649842591,2.03697306659095,0.00504144471808038,2.64202824004866,-2.27143873753499,0.676067947940916,-2.23126718277348,0.28921954284281,0.226074198601876,1.67289493844964,1.724019999512,-1.76820919497953,0.8741752718329,-1.32758797633073,0.309887257881847,1.38263680286719,2.1212619449903,1.42166623703798,1.64617847093407,0.347162367868198,1.0960604014489,0.889480920735723,-1.11951379061568,0.212824302970764,0.724379600993066,-0.732638236921282,-1.78666035060583,1.26309474895706,0.950295935896829,1.23327883316743,1.04391642222353,1.28987984583755,2.06575784240706,0.796115987710053,0.513863910862462,-0.629088736070022,-0.0166186769112033,0.824471245155779,-1.4581443356562,-1.84707058730995,0.268078012411162,-1.21619712521584,-0.232163538560172,1.24663922589188,-1.75024945468645,0.76287676699934,-1.43005290089778,0.893341242836121,0.31544904896016,0.547041474605192,0.356408919366784,-0.684776494461864,-1.89824013428884,0.767835134241409,1.51195952962359,0.672700929790172,-0.84552797781449,-1.05401826545267,-1.08247638472981,2.04322786717506,-0.403185785445541,1.56991754136697,0.454424267667052,-2.31245202391702,-1.05648311402834,0.284228970999982,0.722782772499388,-2.03964446783249,-0.0717951231738944,2.13734804211363,0.380388479136397,0.520594005814807,0.695360005017821,-0.509664785376777,0.290944350487318,0.875124701156422,0.510309515260537,-1.44850401568452,-0.000102175475062585,0.808450741600324,-1.00489883756051,-1.2106802252909,1
"sample_10",-8.92876486925453,2.63739492450859,-10.836265281454,-5.53652555650176,12.7337599181484,-1.41030615330633,12.3059734267675,-1.0748643571748,13.1103864378028,-8.0473170801374,11.0129687031901,-1.35549378413432,-11.4111271464204,0.304565003504492,-6.64413432395645,7.91343329740275,-4.01221825113697,8.83573608726447,8.83868888709806,-3.67226483213102,25.3073329694068,56.0816179831003,-24.1631122006512,61.9477568631495,27.3386197065212,-0.640310995783429,0.619736660135382,-0.0947133453026953,-0.677534504324163,-0.243725522896522,-0.680087119450115,0.137906244048486,-0.248696196276487,0.88641427119579,-2.22746985516266,1.5970390884986,-0.439589033829595,-0.145037303658832,0.733490784129202,-1.78928572757725,0.177414000381277,0.335514821031662,0.747607696020953,-0.1008022396413,-0.238083915611663,-1.80038438069939,-0.00724379222200632,0.0961161891683863,-1.90883771840076,0.577465991437383,0.632488385411072,1.86768787558881,-0.0888177592798694,-1.54408527367869,0.488697847235174,0.164593540976962,1.17567003023439,-0.385414503106656,-0.489749594609397,-0.626924817809591,-0.153792675426774,-1.77155761606031,-0.32601220663514,0.965322326309094,-1.26307523898607,0.200219293925601,-0.882835931964389,-0.716730937457904,0.503895959486157,-1.36454228756738,-1.8049357081026,0.108002672421704,0.682797235547074,0.0459417650612325,0.975156151964362,0.385524514179464,1.86249171521629,-0.0867044113692925,0.745060340249293,2.06405638733316,1.11830973452988,0.668879440410304,-1.36068617282405,2.23307667025486,1.73437062876163,-1.27025091990867,0.515935055774805,0.0522426015834454,2.1418785689242,0.600672570931388,-0.862424625484887,-0.320914794042491,-0.259730035404223,1.36105583095724,-0.0717035307544325,2.29861610001255,-0.33402209243462,0.553369618303524,2.05492721613642,0.642213697701442,0
