"","feature_B_1","feature_B_2","feature_B_3","feature_B_4","feature_B_5","feature_B_6","feature_B_7","feature_B_8","feature_B_9","feature_B_10","feature_B_11","feature_B_12","feature_B_13","feature_B_14","feature_B_15","feature_B_16","feature_B_17","feature_B_18","feature_B_19","feature_B_20","feature_B_21","feature_B_22","feature_B_23","feature_B_24","feature_B_25","feature_B_26","feature_B_27","feature_B_28","feature_B_29","feature_B_30","feature_B_31","feature_B_32","feature_B_33","feature_B_34","feature_B_35","feature_B_36","feature_B_37","feature_B_38","feature_B_39","feature_B_40","feature_B_41","feature_B_42","feature_B_43","feature_B_44","feature_B_45","feature_B_46","feature_B_47","feature_B_48","feature_B_49","feature_B_50","feature_B_51","feature_B_52","feature_B_53","feature_B_54","feature_B_55","feature_B_56","feature_B_57","feature_B_58","feature_B_59","feature_B_60","feature_B_61","feature_B_62","feature_B_63","feature_B_64","feature_B_65","feature_B_66","feature_B_67","feature_B_68","feature_B_69","feature_B_70","feature_B_71","feature_B_72","feature_B_73","feature_B_74","feature_B_75","feature_B_76","feature_B_77","feature_B_78","feature_B_79","feature_B_80","feature_B_81","feature_B_82","feature_B_83","feature_B_84","feature_B_85","feature_B_86","feature_B_87","feature_B_88","feature_B_89","feature_B_90","feature_B_91","feature_B_92","feature_B_93","feature_B_94","feature_B_95","feature_B_96","feature_B_97","feature_B_98","feature_B_99","feature_B_100","y"
"sample_1",10.3923875277605,2.99136234939481,3.84875904536795,-1.80923011622826,-0.0702202033352193,-2.94896882854968,-3.79218445760502,3.4370041334831,4.91061575616746,-5.08852843746948,2.96665593789618,8.4563173349865,-4.78434142567077,-0.551093527918246,-0.899240464046758,4.73554646466937,0.784515281158021,-2.63047883167182,0.303699766477743,-2.04444483844765,-4.18506961491228,1.2904820480633,-13.1673656769172,7.73593132690508,33.311255132266,0.274392116547814,-0.121115372039431,1.26709383750988,-1.2856034595766,-1.25777056035197,-0.521756333240209,-0.303352626621401,-0.0629817551857119,1.56129659971871,0.27654310843692,0.365709143552479,2.24349452233069,0.515737711661306,-0.382859751001972,0.363148252793312,1.36892856645978,-0.252100328098858,-0.668460519435611,-1.61796258144793,-0.199164283406957,-0.421476291439669,-0.380292721682381,0.0507487440739087,-0.795556908157299,0.544301212361043,0.470739019004153,1.36555691337984,-0.0436274358822547,1.10759545848655,-1.40274961853984,-0.607789175220901,-0.0508973973568734,0.364650172999955,-0.313563758461673,-0.391759664304052,1.13332250980055,-1.2377424941326,-0.771227033034424,1.73613998416532,0.706753229965321,0.287423499905455,1.00512559758797,-1.27674455517798,0.172409184684925,-0.45333507811248,-0.267982835727791,1.18581856581637,0.980919638179944,0.89320684071929,-0.109387616715511,1.20524417846597,-0.181111797737955,0.162905329260138,1.12180586476854,-0.275134915588485,-0.287465801594321,0.110528391607682,-0.928766328003848,-0.23277741784053,-2.47654664531116,0.112226646310666,-0.237494894120124,0.23600857126368,-0.0186304922146504,2.05503002406999,-1.44643394547324,0.246962702734514,-0.375008614494146,-0.0706867750213,-0.132654568025807,-1.73638416480155,0.987515974954103,0.0949530444807175,1.9126856809637,1.46567375906838,-2.07922990433101
"sample_2",5.19933977097096,-5.05719249600496,-6.35807476924888,4.22481605794922,-2.97248832355452,-6.61972286594426,-0.0610784544781693,-2.02476786085054,-7.44537553732623,14.290590656479,0.885100099031959,3.60751960689263,0.0975159910466522,-1.64684991747619,-1.96898468670039,5.50757569655022,-0.271983005473978,1.08322323433464,0.221472613737083,-0.798944716753822,-27.6119528012139,71.9012637368298,24.4042896555419,-1.13930428281884,42.7172992140034,0.703877801957124,0.284155845101156,-0.309512222294414,-0.687631054760887,0.0330672394481946,0.508584033669527,-0.84805361029061,0.540774035303832,-1.31950914447999,-1.30236660787805,1.52867194637154,0.890269124789725,-0.153308321480719,0.00925099577615323,0.100763274280404,-1.50307460451204,-0.452946232574233,0.00170727654921293,-0.830939370470687,-0.359415084601526,0.376006690900422,0.932201475982126,-0.313586588084854,0.124213761703047,0.39158893416751,0.562901376721718,-1.00432547770929,0.0184402635652193,0.924186052626907,0.303203935506587,-0.630014704631818,-1.05065303060582,-0.772161205299241,0.55753612871638,0.308693757785937,0.321109746459967,-0.172962843099787,-0.11742307656469,0.105530214164241,-0.512336398616038,1.14349285029258,-0.82658983162452,-0.336151716851353,-0.729126431887101,0.484304627372879,0.194820244661053,1.5725919654081,0.360021231220796,0.394397616749154,-0.0666065410530941,0.388614200601412,-0.633718578000584,1.17941878720273,0.186275916701734,1.13930562001566,-0.138100287652231,0.987157623890398,-0.818941091454636,0.259366896853161,1.68750135883612,-0.273060976908476,0.0230962073224632,0.362174128251418,0.00253094312635082,0.00380981499346964,0.316914855488865,-0.368681377208744,-0.789478009512921,-0.814907194792879,0.257658952976475,0.16157977639681,-1.29571229486555,1.0648830260136,-0.541119317760053,-1.325801993059,8.99305667465025
"sample_3",0.266996268510399,-1.089545111745,-0.933837934762592,-5.86314698215291,1.35445596132322,7.13546604275535,-3.31772044022194,5.05445000540288,-0.883033470263273,3.45502340141062,4.96898727617467,0.153534266305413,-1.5972114424864,-8.05220246100996,10.5885628075159,-3.43829350930526,5.04001986649825,3.25148427445921,-6.90315463551343,3.15322887696368,3.86422010331003,7.8743067402893,-1.66221506693761,-0.201859473346003,1.61248399359854,1.62721486700489,-0.992142788193121,1.7167412655857,-1.4237101390007,0.468608931376246,2.78971148631523,-0.485139253893393,0.300139889494353,0.35738307004204,-0.914913971278701,-2.28641506687147,-0.51578429034191,-1.74916041687236,-1.06519975135315,-0.529060688503418,0.595326898976347,-1.17470964375714,1.73755699872963,1.2907836215774,0.0350167863579286,1.4522615484222,-0.744053610689828,0.393516343690756,-1.41583631465919,-1.16190850546014,0.0573623480331053,-0.0789182088595939,0.766944108198179,-0.00207235810739462,1.57406411768335,0.989026810571032,0.354002579934528,0.804745233697998,1.40723274548525,-1.45611676352181,1.25640963537818,-1.16521515264137,-0.800624486193092,0.0858365718954691,-1.5156013819409,-0.356398908185721,-1.11419523315093,-1.12816442068247,-1.46277700845648,-0.320785653434339,-1.04708495619978,-0.370665096929843,-0.328122003675308,1.6119753848193,-0.38541093910415,0.467053623101903,2.12971504392149,-1.22751885291437,1.50339852237826,0.469581054917884,1.71944184170071,1.31249175340677,0.151361081922559,-1.12510012160477,-0.738390525977549,-2.14509706329428,0.717214114295096,0.737157115282794,1.06826839671111,0.20914954041383,-0.260721871350052,0.549617623668706,-0.980154092371586,-0.516423478902557,-0.958583639802427,-0.659737717169651,-0.62143269672607,-0.383934817307853,0.139624438408799,0.40901415373817,-8.06880227231466
"sample_4",-1.53252136308291,-4.94277470742347,-4.18567565182985,-0.793712600527702,2.74822200097858,-6.44485104378751,0.657168594735932,-6.07469857665049,-0.914069025881926,-1.60902082072884,-2.38957949965394,-6.32042821640647,-0.412945896464519,5.88940804526928,-4.74237790481697,-10.0294270705368,-2.49929848739963,-8.79200855303562,5.94039247988739,5.62802020945742,34.7570884178502,-8.95173391904459,-5.500653404213,12.081752957152,-14.5015113380704,2.64092013618842,-1.10519102237311,0.107821606813329,1.24631641078783,-0.682293903111202,-0.35720131996266,-0.172141915313028,-0.643000359792071,0.284088819637463,-0.521749872403212,-1.08212205855598,0.882538292821658,-0.959287456991847,-1.1447951217096,-1.84217820648803,-1.7827382477801,-0.76168277917274,-1.01366125754348,-1.66737345210432,-0.0411794320444281,-0.149532162562381,0.913983447430833,2.31284309063854,1.36855963448254,0.964940189813506,-0.385861884552531,-0.478320497141768,0.651672145936162,-1.89735475819306,-0.779423401736732,-0.532090955057766,-0.608592816039139,-0.0272036678816428,1.34034861349945,0.978300303628358,-2.21696808808696,1.02877588151279,0.225903950727292,-0.82177659163645,-1.1579052729679,-0.925939262544163,2.67581450755683,2.30678366215854,1.22620990128694,-1.2679196051393,-0.238046540040784,-0.0154522619849324,-1.51676336818165,0.0696212239899868,0.00989016400264526,0.549779233893995,-0.392880468897796,0.0201004046706881,-0.56203248405609,0.834371205017157,0.746489318948766,-0.0903100200444846,-1.46901675799026,-1.66981869299521,-1.69464632588039,-1.4883361379851,-0.164050644449929,1.65760855553436,0.800267739654862,0.194582749147082,-0.441907070011104,0.905400375395658,1.22976724593271,-1.18055841150304,-0.293284638813526,-0.739117989816759,-1.24688670434239,2.00506939527706,-0.142435585118068,-2.28055208759279,-3.74363536692822
"sample_5",-4.73625040330417,1.06660592822882,2.41023799780484,-5.20206891669602,1.57862870218138,-5.49677758433582,-8.76236538527866,1.18012687991375,1.64637440460597,0.923871270570612,2.35020977641244,-0.857312637153043,7.57421619457582,-3.37017651353538,-4.41367969970074,9.72435292545482,-0.877845439045048,-0.861107452061661,-5.02567762500331,0.62746779130489,-2.51339384540541,3.10086921744213,-0.596741333874711,2.70691539788518,-0.0513361617245062,-0.392577662095436,0.368239853081424,-0.635449926221288,-1.09210786690306,-0.726712157711699,-1.66742528666321,-1.69372869810152,1.36605173646238,0.474520471183178,-1.12927088279716,0.623485739126824,0.45084302875967,-0.146372363759303,1.86489950359198,-0.900075463081207,-0.415724617254624,0.512537225259988,-1.53298589588692,0.0336266864849716,0.422068483723865,0.042867458263163,-1.28939577174997,1.19401181162292,-1.18038417867284,-0.45044995298287,-0.094200176238899,0.113174472816509,0.173573731682026,2.0949522565656,-0.827458383988352,-0.928282545640815,0.774600992250239,-0.198628613320512,-0.711495929546151,-1.05273579620807,-0.826476784412849,-0.945871903512098,1.06574265033129,0.169417505327121,2.58793554846155,-0.512739344945502,-0.190178982384172,-1.03880409407289,-0.873481820270583,-0.14588967624989,-0.0866162114072955,-0.622749505394041,1.13946204341602,0.397396370254056,1.79047231267412,1.15396914416738,-1.21829504013091,1.37103010358365,-0.300831379079769,-0.356119737177263,-0.916600367642594,-1.51472635807824,-0.498403638405497,0.53442304964913,-1.01441272516475,0.596585101473657,-1.29113514220291,-1.65999344907097,-1.77136786801919,-2.23649893103313,-1.70368531965626,-1.17621534610189,1.01419519268137,1.92586734706327,0.176147423809523,-0.80228944524652,-0.531162416856714,0.220009636093143,-2.22500684121058,0.405520618982803,-12.3724670650674
"sample_6",-1.86081020480876,-8.81276245358195,9.7682585229839,-0.95835847330276,0.42040083569088,5.97761126819837,10.7124729939748,-2.94528302855707,-9.97295317625001,6.8952758066843,7.64521736769979,3.75769781473151,-5.96060339129795,1.53634206739993,8.118887286268,-5.78516323821847,9.17379918478444,-1.30472081470304,-0.958099240817927,-0.0737396092759486,31.6071059032839,0.536610303659259,3.7732779565734,-8.60263071302061,37.2258859399341,-0.139763528289276,-1.09818426617978,1.87067158863031,1.15367880894171,-0.901415692346906,-0.824522443121858,-0.708529678035888,1.57860585307836,0.636505607060319,-1.66830807320509,1.77149498984021,-0.337063657176826,-0.240103497540002,-0.198998098313075,1.10916703855514,-0.255419191016079,1.69388139436128,1.21179278473345,-0.116458565962969,0.592603319538673,-0.589791860086838,1.61512950552969,0.646575367120574,1.67656575215581,-0.246667907796911,2.73877336818278,0.883772654158335,0.289104855808468,1.29128223587886,2.99061156998414,-0.122284402827781,0.67936581836121,-0.621584702926623,0.551290057242517,-0.323429410577002,1.44437324011811,2.8191097084535,0.372889517237449,0.777263153985486,0.428606664962924,-0.130867591023217,-1.17918716308365,1.1482017693676,-1.24463806620894,0.145455308462029,-0.878183202520655,-0.307974198799973,1.42514711962664,-0.0263393134488268,1.01260962360458,-1.83514489760261,0.100418970194799,1.25555269265576,-1.42099533350978,-0.0518251316994977,1.6477106454545,2.07381269786367,0.257110404064193,0.859766295103967,0.258653398266305,1.35087412462767,-0.128775425615202,-0.463610161147283,-0.18227847725071,-0.597513660173307,2.27408003506186,0.261357944373296,0.276542483951301,2.25213228494862,-0.241350420569125,-0.494231250182722,0.55425223864327,0.834784247142507,-0.571846948130832,-0.171964497910056,21.7972879451045
"sample_7",-0.210837896076829,4.3886891968755,1.76087293440284,0.79161279710257,4.33351982193959,-2.76733490961431,-3.32466089742634,-3.28754238660452,1.86380989567088,-3.56638765567905,3.88114691676593,3.95423596020359,9.39046763460999,2.30515708701466,2.42789465686399,4.9452247971232,-0.932843085864823,-2.46937475246657,0.95310529911564,7.66122120970518,10.8489770693869,28.6353881182056,14.6437457546646,-5.96933421645805,1.20246472226546,0.11744698005044,-0.274371702004985,1.8565906026752,-0.617519255293016,1.21586017653424,-1.11244408546822,0.393782256566716,-0.62626802631316,-0.683027175281823,0.231507433982705,0.388735002394287,0.597934465034066,-0.572687772559805,0.828408377660989,1.75415904508878,0.760582213897707,-0.750483612214503,-1.65563632547482,-0.597210961085756,1.59589332497581,0.608908180253498,-1.49337365143793,-0.845238504043864,-0.535017580867827,0.216624090270517,0.407317817782833,-0.030815486612052,0.736867402460547,-0.49522991809522,-1.47169157251366,1.91467630827836,0.887889261747221,0.245532124683176,0.705090356573953,0.16317918268333,-0.426552650237128,0.5866246667181,1.28036660610948,-0.380044594093243,0.027229897285038,-0.0255914550046754,-1.41495515302608,0.928710759876816,-0.297137872651165,0.720797524039886,-0.354596822980215,-0.287959297586975,-1.0139404337631,-0.54917733818554,-0.110726387886105,0.394712512142894,-0.508958639330766,-0.0675561042819722,-0.639505762373025,-1.43466388613784,1.12880869199575,0.828929040559523,1.04645577952215,-0.340945962352788,-3.01003251027632,-1.7445504245324,0.494243647437166,-1.32419436493077,-0.00840093392928505,1.92857521806942,0.179927931960161,-0.326458706929854,1.35861970789887,0.431056631080634,0.428862414912255,-1.3385939787702,-0.32385360554838,0.648768761927049,-0.052987808589959,-0.729253234761013,16.9929214893549
"sample_8",-4.91537982276055,1.96584914503458,4.16733522483803,-5.25625363661457,5.17951096921574,1.69491173747623,-1.46415747268982,1.92848673108281,-3.02804205438096,-3.2578936810578,-4.47632971217949,-3.55594214959121,-0.0466023155009121,-16.8445158969526,-1.76461043967265,0.80146437047803,-5.59607033013152,7.52935384985987,6.77135679975486,0.765567349808089,-40.5656087795487,42.370276702431,21.8569408672015,13.2587877371958,-15.8506406359391,-0.105333883817571,-0.141689678811862,0.803797504129049,-2.06243204386065,-0.141235774396797,0.621094296225396,-1.42566685310104,1.75748264603082,0.364632040770057,1.19741658010526,0.916085226609651,0.428569387311584,0.592107045198177,-0.240953910296338,1.49042978568928,0.52599306646309,-0.904337866765355,0.0412946471615513,0.513242600240865,-1.24742241839648,1.37801393649799,-0.619444635516362,0.360518287284016,0.0914322978822054,-0.777824157353422,-0.375686165355129,-0.00263754177959806,0.225602226954956,-1.39435360387511,-2.47051631376526,-0.86767378295722,-0.220621686201814,0.931110610744633,0.709485071841846,0.48767056783406,-0.412129600720942,-1.03973697706828,-1.0061788484716,-0.27245483255061,0.442088246151886,-0.0251966512397768,0.638475734710633,-2.98396773001722,-0.841332628375712,0.320364327730263,-0.00659870574063161,-2.21665945415924,-1.07921359316048,-0.563133391229592,0.313104539122234,-1.56234220826242,0.0342554619770837,0.684468779605141,1.28453360247453,-0.356171668324029,-2.28418768910407,0.847458551328912,-0.142466059252545,0.551446752535848,0.0284005002616747,1.50672375215107,0.027845435553751,0.900563499665562,2.12034413763816,-0.508249938071484,-0.324193822911664,0.476824969465328,0.557099900214738,-0.486583664809276,-1.19853960737915,0.983433575816749,-0.496680170340566,-1.65628779014575,0.63431049234377,-1.13331471792254,-9.12973840505166
"sample_9",2.86717380621379,5.10335673296998,3.04422640545799,4.22190026031874,2.35210319753858,-4.22251248420789,-11.4125462824654,3.75681955671747,-4.88475476741102,0.421682721794875,1.64695929088021,1.2852538148968,0.544011202924717,0.431577344854315,-0.223451762798995,-6.38549459001174,0.74474488149029,-5.72681493713315,1.86659826493615,-3.87021460251317,31.9555777938047,14.5610401563407,20.6234018138635,21.3026179214277,-31.5664425665349,-0.842952320664196,0.0293761049545535,1.68289483336009,1.90847709901793,-0.868563301905322,0.492133863114623,0.494410078947212,0.376212526633981,-1.02305696863483,-0.849260894586006,-0.583278950925012,-0.582375729809746,0.179279138140397,-1.78709101070925,-1.02245342118766,1.23880869419981,1.08003016482396,-0.55171647481486,0.278742438010105,1.115284270787,0.603705474489929,-1.28699898188882,0.226490380613182,1.46661520396243,-0.200431012021321,-1.58153413704788,-1.8778543396826,0.324479762382499,-0.79379044713079,1.14229360491737,0.649385071351991,-0.487950193212557,-0.799667724554824,-0.124879859189744,0.495716460262828,1.59438927922462,1.60324545329117,-0.519223434196859,1.13146603831486,-0.888204404623581,0.87274987137162,-1.82069559628832,-0.937180223343097,0.987236024172761,0.729684890499493,0.702715081973281,-1.69951733812834,0.969954461790789,-1.53237817247439,-0.857673689051315,1.33494671529269,0.0391971785081833,1.60021068268754,-0.151915144130412,0.656264424276815,0.555827662153984,0.900723407008853,-0.505025958943257,0.978323592694071,0.322246067581091,1.35358249674336,-1.02830891090439,-1.08482666599373,1.11641081754236,-1.87021527921448,-1.98386392407294,-0.333018833714374,1.24181920582503,0.739730321014458,0.944023055092251,-0.838788531424078,0.468796579669367,0.496200049829363,-0.387960085270671,0.220502018116846,-12.9940900413959
"sample_10",-8.4065242064974,-7.01400332251843,-4.12780449427558,-0.270211900513924,0.433510593841977,-2.42246498296929,5.12968965543221,0.785135420864532,3.33256375026789,1.46764322101121,-8.3625875085793,-1.39046870350564,-7.9668036309155,0.0855449479359858,6.78422179378358,6.35491374928727,2.04889789754114,2.27981548525779,2.83754347029181,-5.96529544101435,60.568035825391,46.9990719911779,8.29923941551063,38.2204287836492,-32.1719474832754,-0.490871180786194,-0.270957962018039,-0.600791244577654,0.440136899290333,0.6429064476786,1.02380522328273,-0.324437901206439,-0.642417101585167,0.82845900113569,-1.1668188552974,0.987042697622915,-1.32774991560504,-0.658210802433435,1.91801697156575,-0.962498540512109,0.328260765675358,-0.687562450246364,-0.143523689205012,0.488747316634233,-1.59052477837553,0.37170897770664,1.52848044941231,-1.60087664851871,1.88278102112107,-2.42342390947068,0.078013629912887,-1.37338966417667,-0.188102478966242,-0.703543937018159,0.789744934524986,-0.653473215548652,0.00772510912031392,1.65452136408715,-1.09271703657536,-2.04673537188372,0.704578763706946,-1.10261589796492,0.549121585209304,0.210183926408613,1.36445363618765,0.696684185353889,-1.85216715565277,-0.934210357866035,-0.0829572046172958,1.26809169400852,-0.815881138754592,0.834821746625325,-0.994831963839875,-0.610307424743706,0.642475429389049,0.500069664701348,0.894722602812303,-0.107778519994259,2.04741740894429,-0.781035311461898,-0.620563209177942,-0.0734589568682035,-0.450984165159478,0.362104124073877,-0.527471085236346,0.400335813246491,-1.38294447032311,-0.157297961838059,0.440787348078076,-1.81422019006713,0.304435387070557,-0.591964319898078,-0.275715463718181,-0.405629121216765,-1.1666210863637,0.278549993809135,-0.0373095766327095,0.208670735975292,-0.810242150999219,1.48735114187275,-13.2330426818314
